Latitude_Degrees;Longitude_Degrees;Ocean_Name;Ecoregion_Name;Distance_to_Shore;Exposure;Turbidity;Cyclone_Frequency;Date_Year;Percent_Bleaching;Temperature_Kelvin;Temperature_Mean
5.8864;102.7471;Pacific;Sunda Shelf south-east Asia;166.44;Sheltered;0.0734;49.54;2011;0;303.02;302.4
5.9089;102.7096;Pacific;Sunda Shelf south-east Asia;605.63;Sheltered;0.0734;49.54;2014;0;303.38;302.43
5.9089;102.7096;Pacific;Sunda Shelf south-east Asia;605.63;Sheltered;0.0734;49.54;2014;0;303.38;302.43
5.9106;102.7152;Pacific;Sunda Shelf south-east Asia;55.85;Sheltered;0.0734;49.54;2012;0;302.8;302.43
5.9106;102.7152;Pacific;Sunda Shelf south-east Asia;55.85;Sheltered;0.0734;49.54;2012;0;302.8;302.43
5.9121;102.7501;Pacific;Sunda Shelf south-east Asia;145.46;Sometimes;0.054;49.54;2011;0;302.89;302.4
5.9121;102.7501;Pacific;Sunda Shelf south-east Asia;145.46;Sometimes;0.054;49.54;2011;0;302.89;302.4
5.9121;102.7501;Pacific;Sunda Shelf south-east Asia;145.46;Sometimes;0.054;49.54;2014;0;303.7;302.4
5.9121;102.7501;Pacific;Sunda Shelf south-east Asia;145.46;Sometimes;0.054;49.54;2014;0;303.7;302.4
5.9170;102.7539;Pacific;Sunda Shelf south-east Asia;138.82;Sometimes;0.052;49.54;2010;0;304.64;302.39
5.9170;102.7539;Pacific;Sunda Shelf south-east Asia;138.82;Sometimes;0.052;49.54;2010;0;304.64;302.39
5.9170;102.7539;Pacific;Sunda Shelf south-east Asia;138.82;Sometimes;0.052;49.54;2011;0;302.04;302.39
5.9170;102.7539;Pacific;Sunda Shelf south-east Asia;138.82;Sometimes;0.052;49.54;2011;0;302.04;302.39
5.9170;102.7539;Pacific;Sunda Shelf south-east Asia;138.82;Sometimes;0.052;49.54;2014;0;303.42;302.39
5.9170;102.7539;Pacific;Sunda Shelf south-east Asia;138.82;Sometimes;0.052;49.54;2014;0;303.42;302.39
5.9401;102.7222;Pacific;Sunda Shelf south-east Asia;102.5;Exposed;0.0543;49.54;2014;0;303.6;302.42
5.9401;102.7222;Pacific;Sunda Shelf south-east Asia;102.5;Exposed;0.0543;49.54;2014;0;303.6;302.42
5.9401;102.7222;Pacific;Sunda Shelf south-east Asia;102.5;Exposed;0.0543;49.54;2012;0;303.26;302.42
5.9401;102.7222;Pacific;Sunda Shelf south-east Asia;102.5;Exposed;0.0543;49.54;2012;0;303.26;302.42
5.9401;102.7222;Pacific;Sunda Shelf south-east Asia;102.5;Exposed;0.0543;49.54;2011;0;302.04;302.42
5.9401;102.7222;Pacific;Sunda Shelf south-east Asia;102.5;Exposed;0.0543;49.54;2011;0;302.04;302.42
5.9524;102.7085;Pacific;Sunda Shelf south-east Asia;2069.8;Exposed;0.0543;49.54;2011;0;303.92;302.42
5.9524;102.7085;Pacific;Sunda Shelf south-east Asia;2069.8;Exposed;0.0543;49.54;2011;0;303.92;302.42
5.9524;102.7085;Pacific;Sunda Shelf south-east Asia;2069.8;Exposed;0.0543;49.54;2013;0;304.83;302.42
5.9524;102.7085;Pacific;Sunda Shelf south-east Asia;2069.8;Exposed;0.0543;49.54;2013;0;304.83;302.42
5.9524;102.7085;Pacific;Sunda Shelf south-east Asia;2069.8;Exposed;0.0543;49.54;2013;0;304.83;302.42
5.9524;102.7085;Pacific;Sunda Shelf south-east Asia;2069.8;Exposed;0.0543;49.54;2013;0;304.83;302.42
5.9581;115.9914;Pacific;Sunda Shelf south-east Asia;104.71;Exposed;0.1004;53.74;2012;0;302.59;302.43
5.9581;115.9914;Pacific;Sunda Shelf south-east Asia;104.71;Exposed;0.1004;53.74;2012;0;302.59;302.43
5.9581;115.9914;Pacific;Sunda Shelf south-east Asia;104.71;Exposed;0.1004;53.74;2012;0;302.59;302.43
5.9581;115.9914;Pacific;Sunda Shelf south-east Asia;104.71;Exposed;0.1004;53.74;2012;0;302.59;302.43
5.9591;115.9911;Pacific;Sunda Shelf south-east Asia;113.47;Exposed;0.0995;53.74;2017;0;300.79;302.41
5.9591;115.9911;Pacific;Sunda Shelf south-east Asia;113.47;Exposed;0.0995;53.74;2017;0;300.79;302.41
5.9591;115.9911;Pacific;Sunda Shelf south-east Asia;113.47;Exposed;0.0995;53.74;2016;0;303.53;302.43
5.9591;115.9911;Pacific;Sunda Shelf south-east Asia;113.47;Exposed;0.0995;53.74;2016;0;303.53;302.43
5.9591;115.9911;Pacific;Sunda Shelf south-east Asia;113.47;Exposed;0.0995;53.74;2014;0;302.13;302.43
5.9591;115.9911;Pacific;Sunda Shelf south-east Asia;113.47;Exposed;0.0995;53.74;2014;0;302.13;302.43
5.9619;115.9947;Pacific;Sunda Shelf south-east Asia;100.92;Sometimes;0.0995;53.74;2012;0;302.59;302.43
5.9619;115.9947;Pacific;Sunda Shelf south-east Asia;100.92;Sometimes;0.0995;53.74;2012;0;302.59;302.43
5.9619;115.9947;Pacific;Sunda Shelf south-east Asia;100.92;Sometimes;0.0995;53.74;2012;0;302.59;302.43
5.9619;115.9947;Pacific;Sunda Shelf south-east Asia;100.92;Sometimes;0.0995;53.74;2012;0;302.59;302.43
5.9619;115.9947;Pacific;Sunda Shelf south-east Asia;100.92;Sometimes;0.0995;53.74;2014;0;302.47;302.43
5.9619;115.9947;Pacific;Sunda Shelf south-east Asia;100.92;Sometimes;0.0995;53.74;2014;0;302.47;302.43
5.9627;102.6806;Pacific;Sunda Shelf south-east Asia;111.9;Exposed;0.0544;49.54;2019;0;304.36;302.44
5.9627;102.6806;Pacific;Sunda Shelf south-east Asia;111.9;Exposed;0.0544;49.54;2019;0;304.36;302.44
5.9627;102.6806;Pacific;Sunda Shelf south-east Asia;111.9;Exposed;0.0544;49.54;2018;0;303.22;302.44
5.9627;102.6806;Pacific;Sunda Shelf south-east Asia;111.9;Exposed;0.0544;49.54;2018;0;303.22;302.44
5.9627;102.6806;Pacific;Sunda Shelf south-east Asia;111.9;Exposed;0.0544;49.54;2011;0;304.16;302.43
5.9627;102.6806;Pacific;Sunda Shelf south-east Asia;111.9;Exposed;0.0544;49.54;2011;0;304.16;302.43
5.9678;116.0126;Pacific;Sunda Shelf south-east Asia;60.3;Sheltered;0.1000;53.74;2016;0;303.53;302.43
5.9678;116.0126;Pacific;Sunda Shelf south-east Asia;60.3;Sheltered;0.1000;53.74;2016;0;303.53;302.43
5.9706;115.98;Pacific;Sunda Shelf south-east Asia;1684.89;Exposed;0.0995;53.74;2014;0;302.07;302.4
5.9706;115.98;Pacific;Sunda Shelf south-east Asia;1684.89;Exposed;0.0995;53.74;2014;0;302.07;302.4
5.9706;115.9967;Pacific;Sunda Shelf south-east Asia;97.19;Sheltered;0.0995;53.74;2012;0;302.01;302.43
5.9706;115.9967;Pacific;Sunda Shelf south-east Asia;97.19;Sheltered;0.0995;53.74;2012;0;302.01;302.43
5.9706;115.9967;Pacific;Sunda Shelf south-east Asia;97.19;Sheltered;0.0995;53.74;2012;0;302.01;302.43
5.9706;115.9967;Pacific;Sunda Shelf south-east Asia;97.19;Sheltered;0.0995;53.74;2012;0;302.01;302.43
5.9708;115.9943;Pacific;Sunda Shelf south-east Asia;91.05;Exposed;0.0995;53.74;2016;0;301.11;302.43
5.9708;115.9943;Pacific;Sunda Shelf south-east Asia;91.05;Exposed;0.0995;53.74;2016;0;301.11;302.43
5.9708;115.9943;Pacific;Sunda Shelf south-east Asia;91.05;Exposed;0.0995;53.74;2015;0;302.68;302.43
5.9708;115.9943;Pacific;Sunda Shelf south-east Asia;91.05;Exposed;0.0995;53.74;2015;0;302.68;302.43
5.9739;116.0125;Pacific;Sunda Shelf south-east Asia;468.47;Sheltered;0.0961;53.74;2015;0;302.68;302.43
5.9739;116.0125;Pacific;Sunda Shelf south-east Asia;468.47;Sheltered;0.0961;53.74;2015;0;302.68;302.43
5.9739;116.0125;Pacific;Sunda Shelf south-east Asia;468.47;Sheltered;0.0961;53.74;2016;0;303.53;302.43
5.9739;116.0125;Pacific;Sunda Shelf south-east Asia;468.47;Sheltered;0.0961;53.74;2016;0;303.53;302.43
5.9739;116.0125;Pacific;Sunda Shelf south-east Asia;468.47;Sheltered;0.0961;53.74;2014;0;302.47;302.43
5.9739;116.0125;Pacific;Sunda Shelf south-east Asia;468.47;Sheltered;0.0961;53.74;2014;0;302.47;302.43
5.9741;116.0165;Pacific;Sunda Shelf south-east Asia;737.41;Sheltered;0.098;53.74;2012;0;302.59;302.43
5.9741;116.0165;Pacific;Sunda Shelf south-east Asia;737.41;Sheltered;0.098;53.74;2012;0;302.59;302.43
5.9741;116.0165;Pacific;Sunda Shelf south-east Asia;737.41;Sheltered;0.098;53.74;2012;0;302.59;302.43
5.9741;116.0165;Pacific;Sunda Shelf south-east Asia;737.41;Sheltered;0.098;53.74;2012;0;302.59;302.43
5.9874;102.7399;Pacific;Sunda Shelf south-east Asia;5730.58;Exposed;0.0518;49.54;2012;0;302.52;302.35
5.9874;102.7399;Pacific;Sunda Shelf south-east Asia;5730.58;Exposed;0.0518;49.54;2012;0;302.52;302.35
5.9906;116.0403;Pacific;Sunda Shelf south-east Asia;97.14;Sheltered;0.094;53.74;2013;0;303.38;302.26
5.9906;116.0403;Pacific;Sunda Shelf south-east Asia;97.14;Sheltered;0.094;53.74;2013;0;303.38;302.26
5.9906;116.0403;Pacific;Sunda Shelf south-east Asia;97.14;Sheltered;0.094;53.74;2017;0;301.23;302.24
5.9906;116.0403;Pacific;Sunda Shelf south-east Asia;97.14;Sheltered;0.094;53.74;2017;0;301.23;302.24
5.9906;116.0403;Pacific;Sunda Shelf south-east Asia;97.14;Sheltered;0.094;53.74;2016;0;301.1;302.26
5.9906;116.0403;Pacific;Sunda Shelf south-east Asia;97.14;Sheltered;0.094;53.74;2016;0;301.1;302.26
5.9906;116.0403;Pacific;Sunda Shelf south-east Asia;97.14;Sheltered;0.094;53.74;2015;0;303.07;302.26
5.9906;116.0403;Pacific;Sunda Shelf south-east Asia;97.14;Sheltered;0.094;53.74;2015;0;303.07;302.26
5.9906;116.0403;Pacific;Sunda Shelf south-east Asia;97.14;Sheltered;0.094;53.74;2013;0;303.38;302.26
5.9906;116.0403;Pacific;Sunda Shelf south-east Asia;97.14;Sheltered;0.094;53.74;2013;0;303.38;302.26
5.9906;116.0403;Pacific;Sunda Shelf south-east Asia;97.14;Sheltered;0.094;53.74;2014;0;302.83;302.26
5.9906;116.0403;Pacific;Sunda Shelf south-east Asia;97.14;Sheltered;0.094;53.74;2014;0;302.83;302.26
6;116;Pacific;Sunda Shelf south-east Asia;929.96;Exposed;0.0669;53.74;2012;0;302.24;302.40
6;116;Pacific;Sunda Shelf south-east Asia;929.96;Exposed;0.0669;53.74;2012;0;302.24;302.40
6.0064;116.0308;Pacific;Sunda Shelf south-east Asia;330.32;Sheltered;0.0914;53.74;2014;0;302.64;302.46
6.0064;116.0308;Pacific;Sunda Shelf south-east Asia;330.32;Sheltered;0.0914;53.74;2014;0;302.64;302.46
6.0064;116.0308;Pacific;Sunda Shelf south-east Asia;330.32;Sheltered;0.0914;53.74;2013;0;304.35;302.46
6.0064;116.0308;Pacific;Sunda Shelf south-east Asia;330.32;Sheltered;0.0914;53.74;2013;0;304.35;302.46
6.0069;116.0222;Pacific;Sunda Shelf south-east Asia;125.81;Sheltered;0.0895;53.74;2014;0;302.37;302.40
6.0069;116.0222;Pacific;Sunda Shelf south-east Asia;125.81;Sheltered;0.0895;53.74;2014;0;302.37;302.40
6.0069;116.0222;Pacific;Sunda Shelf south-east Asia;125.81;Sheltered;0.0895;53.74;2013;0;303.64;302.40
6.0069;116.0222;Pacific;Sunda Shelf south-east Asia;125.81;Sheltered;0.0895;53.74;2013;0;303.64;302.40
6.0069;116.0222;Pacific;Sunda Shelf south-east Asia;125.81;Sheltered;0.0895;53.74;2013;0;303.64;302.40
6.0069;116.0222;Pacific;Sunda Shelf south-east Asia;125.81;Sheltered;0.0895;53.74;2013;0;303.64;302.40
6.0075;116.0221;Pacific;Sunda Shelf south-east Asia;99.97;Sheltered;0.0895;53.74;2012;0;302.24;302.40
6.0075;116.0221;Pacific;Sunda Shelf south-east Asia;99.97;Sheltered;0.0895;53.74;2012;0;302.24;302.40
6.0075;116.0221;Pacific;Sunda Shelf south-east Asia;99.97;Sheltered;0.0895;53.74;2012;0;302.24;302.40
6.0075;116.0221;Pacific;Sunda Shelf south-east Asia;99.97;Sheltered;0.0895;53.74;2012;0;302.24;302.40
6.0081;116.0036;Pacific;Sunda Shelf south-east Asia;115.66;Exposed;0.0881;53.74;2017;0;301.04;302.39
6.0081;116.0036;Pacific;Sunda Shelf south-east Asia;115.66;Exposed;0.0881;53.74;2017;0;301.04;302.39
6.0081;116.0036;Pacific;Sunda Shelf south-east Asia;115.66;Exposed;0.0881;53.74;2014;0;302.37;302.40
6.0081;116.0036;Pacific;Sunda Shelf south-east Asia;115.66;Exposed;0.0881;53.74;2014;0;302.37;302.40
6.0081;116.0036;Pacific;Sunda Shelf south-east Asia;115.66;Exposed;0.0881;53.74;2015;0;302.85;302.40
6.0081;116.0036;Pacific;Sunda Shelf south-east Asia;115.66;Exposed;0.0881;53.74;2015;0;302.85;302.40
6.0081;116.0036;Pacific;Sunda Shelf south-east Asia;115.66;Exposed;0.0881;53.74;2016;0;301.87;302.40
6.0081;116.0036;Pacific;Sunda Shelf south-east Asia;115.66;Exposed;0.0881;53.74;2016;0;301.87;302.40
6.0082;116.0220;Pacific;Sunda Shelf south-east Asia;111.31;Sheltered;0.0895;53.74;2017;0;301.04;302.39
6.0082;116.0220;Pacific;Sunda Shelf south-east Asia;111.31;Sheltered;0.0895;53.74;2017;0;301.04;302.39
6.0082;116.0220;Pacific;Sunda Shelf south-east Asia;111.31;Sheltered;0.0895;53.74;2015;0;303.16;302.40
6.0082;116.0220;Pacific;Sunda Shelf south-east Asia;111.31;Sheltered;0.0895;53.74;2015;0;303.16;302.40
6.0082;116.0220;Pacific;Sunda Shelf south-east Asia;111.31;Sheltered;0.0895;53.74;2016;0;301.87;302.40
6.0082;116.0220;Pacific;Sunda Shelf south-east Asia;111.31;Sheltered;0.0895;53.74;2016;0;301.87;302.40
6.0084;116.0313;Pacific;Sunda Shelf south-east Asia;164.19;Sheltered;0.0914;53.74;2015;0;303.06;302.46
6.0084;116.0313;Pacific;Sunda Shelf south-east Asia;164.19;Sheltered;0.0914;53.74;2015;0;303.06;302.46
6.0178;116.0453;Pacific;Sunda Shelf south-east Asia;114.56;Sheltered;0.0889;53.74;2013;0;304.35;302.46
6.0178;116.0453;Pacific;Sunda Shelf south-east Asia;114.56;Sheltered;0.0889;53.74;2013;0;304.35;302.46
6.0178;116.0453;Pacific;Sunda Shelf south-east Asia;114.56;Sheltered;0.0889;53.74;2014;0;302.64;302.46
6.0178;116.0453;Pacific;Sunda Shelf south-east Asia;114.56;Sheltered;0.0889;53.74;2014;0;302.64;302.46
6.0181;116.0053;Pacific;Sunda Shelf south-east Asia;226.26;Exposed;0.087;53.74;2013;0;303.64;302.40
6.0181;116.0053;Pacific;Sunda Shelf south-east Asia;226.26;Exposed;0.087;53.74;2013;0;303.64;302.40
6.0181;116.0053;Pacific;Sunda Shelf south-east Asia;226.26;Exposed;0.087;53.74;2014;0;303.13;302.40
6.0181;116.0053;Pacific;Sunda Shelf south-east Asia;226.26;Exposed;0.087;53.74;2014;0;303.13;302.40
6.0181;116.0053;Pacific;Sunda Shelf south-east Asia;226.26;Exposed;0.087;53.74;2013;0;303.20;302.40
6.0181;116.0053;Pacific;Sunda Shelf south-east Asia;226.26;Exposed;0.087;53.74;2013;0;303.20;302.40
6.0181;116.0053;Pacific;Sunda Shelf south-east Asia;226.26;Exposed;0.087;53.74;2013;0;303.20;302.40
6.0181;116.0053;Pacific;Sunda Shelf south-east Asia;226.26;Exposed;0.087;53.74;2013;0;303.20;302.40
6.0278;116.0522;Pacific;Sunda Shelf south-east Asia;137.3;Sheltered;0.0848;53.74;2015;0;303.06;302.46
6.0278;116.0522;Pacific;Sunda Shelf south-east Asia;137.3;Sheltered;0.0848;53.74;2015;0;303.06;302.46
6.0278;116.0522;Pacific;Sunda Shelf south-east Asia;137.3;Sheltered;0.0848;53.74;2013;0;304.35;302.46
6.0278;116.0522;Pacific;Sunda Shelf south-east Asia;137.3;Sheltered;0.0848;53.74;2013;0;304.35;302.46
6.0278;116.0522;Pacific;Sunda Shelf south-east Asia;137.3;Sheltered;0.0848;53.74;2014;0;302.64;302.46
6.0278;116.0522;Pacific;Sunda Shelf south-east Asia;137.3;Sheltered;0.0848;53.74;2014;0;302.64;302.46
6.0344;116.0286;Pacific;Sunda Shelf south-east Asia;127.39;Sheltered;0.0843;53.74;2013;0;304.35;302.46
6.0344;116.0286;Pacific;Sunda Shelf south-east Asia;127.39;Sheltered;0.0843;53.74;2013;0;304.35;302.46
6.0344;116.0286;Pacific;Sunda Shelf south-east Asia;127.39;Sheltered;0.0843;53.74;2014;0;303.07;302.46
6.0344;116.0286;Pacific;Sunda Shelf south-east Asia;127.39;Sheltered;0.0843;53.74;2014;0;303.07;302.46
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2016;0;302.6;302.39
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2016;0;302.6;302.39
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2017;0;304.07;302.39
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2017;0;304.07;302.39
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2015;0;303.05;302.39
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2015;0;303.05;302.39
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2014;0;303.07;302.39
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2014;0;303.07;302.39
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2012;0;302.51;302.39
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2012;0;302.51;302.39
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2012;0;302.51;302.39
6.0414;116.0197;Pacific;Sunda Shelf south-east Asia;224.06;Sheltered;0.083;53.74;2012;0;302.51;302.39
6.0562;100.0359;Pacific;Andaman Sea;87.36;Exposed;0.1509;48.64;2019;0;302.98;303.08
6.0562;100.0359;Pacific;Andaman Sea;87.36;Exposed;0.1509;48.64;2019;0;302.98;303.08
6.0562;100.0359;Pacific;Andaman Sea;87.36;Exposed;0.1509;48.64;2018;0;304.06;303.08
6.0562;100.0359;Pacific;Andaman Sea;87.36;Exposed;0.1509;48.64;2018;0;304.06;303.08
6.0660;100.0406;Pacific;Andaman Sea;59.28;Exposed;0.1509;48.64;2012;0;301.75;303.08
6.0660;100.0406;Pacific;Andaman Sea;59.28;Exposed;0.1509;48.64;2012;0;301.75;303.08
6.0694;100.0468;Pacific;Andaman Sea;276.11;Exposed;0.1414;48.64;2012;0;301.75;303.08
6.0694;100.0468;Pacific;Andaman Sea;276.11;Exposed;0.1414;48.64;2012;0;301.75;303.08
6.0841;116.0088;Pacific;Sunda Shelf south-east Asia;4799.4;Exposed;0.0835;53.74;2012;0;302.76;302.36
6.0841;116.0088;Pacific;Sunda Shelf south-east Asia;4799.4;Exposed;0.0835;53.74;2012;0;302.76;302.36
6.0841;116.0088;Pacific;Sunda Shelf south-east Asia;4799.4;Exposed;0.0835;53.74;2012;0;302.76;302.36
6.0841;116.0088;Pacific;Sunda Shelf south-east Asia;4799.4;Exposed;0.0835;53.74;2012;0;302.76;302.36
6.1545;118.0585;Pacific;Sulu Sea;535.15;Sometimes;0.1762;54.44;2018;0;303.83;302.57
6.1545;118.0585;Pacific;Sulu Sea;535.15;Sometimes;0.1762;54.44;2018;0;303.83;302.57
6.1545;118.0585;Pacific;Sulu Sea;535.15;Sometimes;0.1762;54.44;2017;0;301.88;302.57
6.1545;118.0585;Pacific;Sulu Sea;535.15;Sometimes;0.1762;54.44;2017;0;301.88;302.57
6.1545;118.0585;Pacific;Sulu Sea;535.15;Sometimes;0.1762;54.44;2015;0;303.89;302.56
6.1545;118.0585;Pacific;Sulu Sea;535.15;Sometimes;0.1762;54.44;2015;0;303.89;302.56
6.1545;118.0585;Pacific;Sulu Sea;535.15;Sometimes;0.1762;54.44;2016;0;304.11;302.56
6.1545;118.0585;Pacific;Sulu Sea;535.15;Sometimes;0.1762;54.44;2016;0;304.11;302.56
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2017;0;301.46;302.5
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2017;0;301.46;302.5
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2018;0;303.04;302.5
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2018;0;303.04;302.5
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2018;0;303.04;302.5
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2018;0;303.04;302.5
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2017;0;301.46;302.5
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2017;0;301.46;302.5
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2015;0;303.89;302.48
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2015;0;303.89;302.48
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2016;0;303.73;302.48
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2016;0;303.73;302.48
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2015;0;303.89;302.48
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2015;0;303.89;302.48
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2016;0;303.73;302.48
6.1634;118.1081;Pacific;Sulu Sea;321.77;Sheltered;0.1267;54.52;2016;0;303.73;302.48
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2014;0;304.26;302.49
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2014;0;304.26;302.49
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2014;0;304.26;302.49
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2014;0;304.26;302.49
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2015;0;304.1;302.49
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2015;0;304.1;302.49
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2016;0;303.92;302.49
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2016;0;303.92;302.49
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2015;0;304.1;302.49
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2015;0;304.1;302.49
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2017;0;303.13;302.5
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2017;0;303.13;302.5
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2017;0;303.13;302.5
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2017;0;303.13;302.5
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2018;0;303.58;302.5
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2018;0;303.58;302.5
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2018;0;303.58;302.5
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2018;0;303.58;302.5
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2016;0;303.92;302.49
6.1699;118.1089;Pacific;Sulu Sea;280.19;Sheltered;0.1266;54.52;2016;0;303.92;302.49
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2017;0;303.13;302.5
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2017;0;303.13;302.5
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2015;0;304.03;302.49
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2015;0;304.03;302.49
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2018;0;303.71;302.5
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2018;0;303.71;302.5
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2018;0;303.71;302.5
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2018;0;303.71;302.5
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2016;0;303.81;302.49
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2016;0;303.81;302.49
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2016;0;303.81;302.49
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2016;0;303.81;302.49
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2017;0;302.25;302.5
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2017;0;302.25;302.5
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2017;0;303.13;302.5
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2017;0;303.13;302.5
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2015;0;304.03;302.49
6.1734;118.0714;Pacific;Sulu Sea;1117.16;Sometimes;0.1649;54.45;2015;0;304.03;302.49
6.1802;118.0634;Pacific;Sulu Sea;478.09;Sometimes;0.1649;54.45;2017;0;302.5;302.57
6.1802;118.0634;Pacific;Sulu Sea;478.09;Sometimes;0.1649;54.45;2017;0;302.5;302.57
6.1802;118.0634;Pacific;Sulu Sea;478.09;Sometimes;0.1649;54.45;2017;0;302.5;302.57
6.1802;118.0634;Pacific;Sulu Sea;478.09;Sometimes;0.1649;54.45;2017;0;302.5;302.57
6.1802;118.0634;Pacific;Sulu Sea;478.09;Sometimes;0.1649;54.45;2018;0;304.08;302.57
6.1802;118.0634;Pacific;Sulu Sea;478.09;Sometimes;0.1649;54.45;2018;0;304.08;302.57
6.1802;118.0634;Pacific;Sulu Sea;478.09;Sometimes;0.1649;54.45;2018;0;304.08;302.57
6.1802;118.0634;Pacific;Sulu Sea;478.09;Sometimes;0.1649;54.45;2018;0;304.08;302.57
6.1802;118.0634;Pacific;Sulu Sea;478.09;Sometimes;0.1649;54.45;2015;0;303.89;302.56
